"quarter","group","metric","segment","year","category","value"
4,"deer-bow","participation rate","county",2015,"Johnson",0.30401607808149
4,"deer-bow","participation rate","county",2015,"Jones",0.284567478441307
4,"deer-bow","participation rate","county",2015,"Keokuk",0.226246745222608
4,"deer-bow","participation rate","county",2015,"Kossuth",0.217831554164801
4,"deer-bow","participation rate","county",2015,"Lee",0.298954818035974
4,"deer-bow","participation rate","county",2015,"Linn",0.282067883470898
4,"deer-bow","participation rate","county",2015,"Louisa",0.276653481597316
4,"deer-bow","participation rate","county",2015,"Lucas",0.32057008096712
4,"deer-bow","participation rate","county",2015,"Lyon",0.224934501972376
4,"deer-bow","participation rate","county",2015,"Madison",0.356748814903425
4,"deer-bow","participation rate","county",2015,"Mahaska",0.290147899303111
4,"deer-bow","participation rate","county",2015,"Marion",0.30931287792713
4,"deer-bow","participation rate","county",2015,"Marshall",0.262252208993032
4,"deer-bow","participation rate","county",2015,"Mills",0.327516763359705
4,"deer-bow","participation rate","county",2015,"Mitchell",0.267656706156885
4,"deer-bow","participation rate","county",2015,"Monona",0.288179254892391
4,"deer-bow","participation rate","county",2015,"Monroe",0.337117590904812
4,"deer-bow","participation rate","county",2015,"Montgomery",0.234060918037538
4,"deer-bow","participation rate","county",2015,"Muscatine",0.289637808357141
4,"deer-bow","participation rate","county",2015,"O'Brien",0.244775686300411
4,"deer-bow","participation rate","county",2015,"Osceola",0.269699654358356
4,"deer-bow","participation rate","county",2015,"Page",0.272946364381329
4,"deer-bow","participation rate","county",2015,"Palo Alto",0.186685852117731
4,"deer-bow","participation rate","county",2015,"Plymouth",0.237484495644654
4,"deer-bow","participation rate","county",2015,"Pocahontas",0.196548241258418
4,"deer-bow","participation rate","county",2015,"Polk",0.298081011597989
4,"deer-bow","participation rate","county",2015,"Pottawattamie",0.266664658247946
4,"deer-bow","participation rate","county",2015,"Poweshiek",0.246987224449755
4,"deer-bow","participation rate","county",2015,"Ringgold",0.224785285690198
4,"deer-bow","participation rate","county",2015,"Sac",0.270411584480443
4,"deer-bow","participation rate","county",2015,"Scott",0.325314663780504
4,"deer-bow","participation rate","county",2015,"Shelby",0.24200800984741
4,"deer-bow","participation rate","county",2015,"Sioux",0.24685131969329
4,"deer-bow","participation rate","county",2015,"Story",0.268557907187716
4,"deer-bow","participation rate","county",2015,"Tama",0.30768747452639
4,"deer-bow","participation rate","county",2015,"Taylor",0.264698845720269
4,"deer-bow","participation rate","county",2015,"Union",0.279432200024856
4,"deer-bow","participation rate","county",2015,"Van Buren",0.312972780718571
4,"deer-bow","participation rate","county",2015,"Wapello",0.339100143450769
4,"deer-bow","participation rate","county",2015,"Warren",0.374622508112047
4,"deer-bow","participation rate","county",2015,"Washington",0.269868745050743
4,"deer-bow","participation rate","county",2015,"Wayne",0.350331738255944
4,"deer-bow","participation rate","county",2015,"Webster",0.24778323872658
4,"deer-bow","participation rate","county",2015,"Winnebago",0.296372927491499
4,"deer-bow","participation rate","county",2015,"Winneshiek",0.266989048076117
4,"deer-bow","participation rate","county",2015,"Woodbury",0.284260891918821
4,"deer-bow","participation rate","county",2015,"Worth",0.273013283070478
4,"deer-bow","participation rate","county",2015,"Wright",0.247147401570728
4,"deer-bow","participation rate","county",2016,"Adair",0.24835450858074
4,"deer-bow","participation rate","county",2016,"Adams",0.232173340927376
4,"deer-bow","participation rate","county",2016,"Allamakee",0.279635558825042
4,"deer-bow","participation rate","county",2016,"Appanoose",0.320358627735706
4,"deer-bow","participation rate","county",2016,"Audubon",0.206337444770705
4,"deer-bow","participation rate","county",2016,"Benton",0.297512140167427
4,"deer-bow","participation rate","county",2016,"Black Hawk",0.326902388664954
4,"deer-bow","participation rate","county",2016,"Boone",0.288004799300592
4,"deer-bow","participation rate","county",2016,"Bremer",0.292693582519036
4,"deer-bow","participation rate","county",2016,"Buchanan",0.336517560325468
4,"deer-bow","participation rate","county",2016,"Buena Vista",0.216855402626913
4,"deer-bow","participation rate","county",2016,"Butler",0.279598538080074
4,"deer-bow","participation rate","county",2016,"Calhoun",0.196496586411349
4,"deer-bow","participation rate","county",2016,"Carroll",0.234947509726151
4,"deer-bow","participation rate","county",2016,"Cass",0.235481927789899
4,"deer-bow","participation rate","county",2016,"Cedar",0.314835203119573
4,"deer-bow","participation rate","county",2016,"Cerro Gordo",0.280799208835856
4,"deer-bow","participation rate","county",2016,"Cherokee",0.239376394245116
4,"deer-bow","participation rate","county",2016,"Chickasaw",0.301817430389062
4,"deer-bow","participation rate","county",2016,"Clarke",0.330586874946061
4,"deer-bow","participation rate","county",2016,"Clay",0.224863492781095
4,"deer-bow","participation rate","county",2016,"Clayton",0.279977099956838
4,"deer-bow","participation rate","county",2016,"Clinton",0.296939695416995
4,"deer-bow","participation rate","county",2016,"Crawford",0.190742420511035
4,"deer-bow","participation rate","county",2016,"Dallas",0.334459888242168
4,"deer-bow","participation rate","county",2016,"Davis",0.33571211041374
4,"deer-bow","participation rate","county",2016,"Decatur",0.325592172397301
4,"deer-bow","participation rate","county",2016,"Delaware",0.299206491847506
4,"deer-bow","participation rate","county",2016,"Des Moines",0.257243992263625
4,"deer-bow","participation rate","county",2016,"Dickinson",0.226265302473891
4,"deer-bow","participation rate","county",2016,"Dubuque",0.286556777877391
4,"deer-bow","participation rate","county",2016,"Emmet",0.211554801862595
4,"deer-bow","participation rate","county",2016,"Fayette",0.278905274923114
4,"deer-bow","participation rate","county",2016,"Floyd",0.315658996228621
4,"deer-bow","participation rate","county",2016,"Franklin",0.270054500718798
4,"deer-bow","participation rate","county",2016,"Fremont",0.272752913241925
4,"deer-bow","participation rate","county",2016,"Greene",0.292371392410579
4,"deer-bow","participation rate","county",2016,"Grundy",0.262712604510749
4,"deer-bow","participation rate","county",2016,"Guthrie",0.269744417077898
4,"deer-bow","participation rate","county",2016,"Hamilton",0.251332745570978
4,"deer-bow","participation rate","county",2016,"Hancock",0.216979283961636
4,"deer-bow","participation rate","county",2016,"Hardin",0.258713142117033
4,"deer-bow","participation rate","county",2016,"Harrison",0.281595788153257
4,"deer-bow","participation rate","county",2016,"Henry",0.286587200105256
4,"deer-bow","participation rate","county",2016,"Howard",0.277389694024997
4,"deer-bow","participation rate","county",2016,"Humboldt",0.23277370750329
4,"deer-bow","participation rate","county",2016,"Ida",0.26593290473485
4,"deer-bow","participation rate","county",2016,"Iowa",0.301151200451845
4,"deer-bow","participation rate","county",2016,"Jackson",0.260671183179372
4,"deer-bow","participation rate","county",2016,"Jasper",0.268159138388004
4,"deer-bow","participation rate","county",2016,"Jefferson",0.283729935173873
4,"deer-bow","participation rate","county",2016,"Johnson",0.30834405013017
4,"deer-bow","participation rate","county",2016,"Jones",0.286740242126126
4,"deer-bow","participation rate","county",2016,"Keokuk",0.229058398421371
4,"deer-bow","participation rate","county",2016,"Kossuth",0.221094292047571
4,"deer-bow","participation rate","county",2016,"Lee",0.312143876057254
4,"deer-bow","participation rate","county",2016,"Linn",0.280927680351521
4,"deer-bow","participation rate","county",2016,"Louisa",0.286725853759797
4,"deer-bow","participation rate","county",2016,"Lucas",0.322447054915512
4,"deer-bow","participation rate","county",2016,"Lyon",0.237035482693277
4,"deer-bow","participation rate","county",2016,"Madison",0.358092045996179
4,"deer-bow","participation rate","county",2016,"Mahaska",0.292003876048246
4,"deer-bow","participation rate","county",2016,"Marion",0.321055953843696
4,"deer-bow","participation rate","county",2016,"Marshall",0.264386783195694
4,"deer-bow","participation rate","county",2016,"Mills",0.326993765992324
4,"deer-bow","participation rate","county",2016,"Mitchell",0.270241645693528
4,"deer-bow","participation rate","county",2016,"Monona",0.277485868457988
4,"deer-bow","participation rate","county",2016,"Monroe",0.330206793705773
4,"deer-bow","participation rate","county",2016,"Montgomery",0.227189959629001
4,"deer-bow","participation rate","county",2016,"Muscatine",0.293754839985604
4,"deer-bow","participation rate","county",2016,"O'Brien",0.249797528853846
4,"deer-bow","participation rate","county",2016,"Osceola",0.280673768045668
4,"deer-bow","participation rate","county",2016,"Page",0.273636466572802
4,"deer-bow","participation rate","county",2016,"Palo Alto",0.196372459622057
4,"deer-bow","participation rate","county",2016,"Plymouth",0.242659706829658
4,"deer-bow","participation rate","county",2016,"Pocahontas",0.198688028272623
4,"deer-bow","participation rate","county",2016,"Polk",0.295669927102658
4,"deer-bow","participation rate","county",2016,"Pottawattamie",0.271773544323051
4,"deer-bow","participation rate","county",2016,"Poweshiek",0.255814091447337
4,"deer-bow","participation rate","county",2016,"Ringgold",0.215282400178255
4,"deer-bow","participation rate","county",2016,"Sac",0.261295876436776
4,"deer-bow","participation rate","county",2016,"Scott",0.334047469793156
4,"deer-bow","participation rate","county",2016,"Shelby",0.252088318053611
4,"deer-bow","participation rate","county",2016,"Sioux",0.249423740469509
4,"deer-bow","participation rate","county",2016,"Story",0.274507505372139
4,"deer-bow","participation rate","county",2016,"Tama",0.31207358895338
4,"deer-bow","participation rate","county",2016,"Taylor",0.259072694284317
4,"deer-bow","participation rate","county",2016,"Union",0.279406684368401
4,"deer-bow","participation rate","county",2016,"Van Buren",0.323568713101294
4,"deer-bow","participation rate","county",2016,"Wapello",0.347103001386443
4,"deer-bow","participation rate","county",2016,"Warren",0.370695544868595
4,"deer-bow","participation rate","county",2016,"Washington",0.267342020996644
4,"deer-bow","participation rate","county",2016,"Wayne",0.352488195205284
4,"deer-bow","participation rate","county",2016,"Webster",0.260079315678595
4,"deer-bow","participation rate","county",2016,"Winnebago",0.317768663705504
4,"deer-bow","participation rate","county",2016,"Winneshiek",0.267654640999865
4,"deer-bow","participation rate","county",2016,"Woodbury",0.282779653277103
4,"deer-bow","participation rate","county",2016,"Worth",0.288887916801637
4,"deer-bow","participation rate","county",2016,"Wright",0.235680263244454
4,"deer-bow","participation rate","All",2006,"All",0.222479281920413
4,"deer-bow","participation rate","All",2007,"All",0.228966306476815
4,"deer-bow","participation rate","All",2008,"All",0.241818206195058
4,"deer-bow","participation rate","All",2009,"All",0.257177568320695
4,"deer-bow","participation rate","All",2010,"All",0.263925717146619
4,"deer-bow","participation rate","All",2011,"All",0.270015494065261
4,"deer-bow","participation rate","All",2012,"All",0.278371522057789
4,"deer-bow","participation rate","All",2013,"All",0.275409108609619
4,"deer-bow","participation rate","All",2014,"All",0.275379007648802
4,"deer-bow","participation rate","All",2015,"All",0.283996437705918
4,"deer-bow","participation rate","All",2016,"All",0.286511420281229
4,"deer-bow","participants - recruited","All",2011,"All",8785
4,"deer-bow","participants - recruited","All",2012,"All",9951
4,"deer-bow","participants - recruited","All",2013,"All",9094
4,"deer-bow","participants - recruited","All",2014,"All",9127
4,"deer-bow","participants - recruited","All",2015,"All",9446
4,"deer-bow","participants - recruited","All",2016,"All",8968
4,"deer-bow","participants - recruited","gender",2011,"Male",7870
4,"deer-bow","participants - recruited","gender",2011,"Female",915
4,"deer-bow","participants - recruited","gender",2012,"Male",8834
4,"deer-bow","participants - recruited","gender",2012,"Female",1117
4,"deer-bow","participants - recruited","gender",2013,"Male",7998
4,"deer-bow","participants - recruited","gender",2013,"Female",1096
4,"deer-bow","participants - recruited","gender",2014,"Male",7959
4,"deer-bow","participants - recruited","gender",2014,"Female",1168
4,"deer-bow","participants - recruited","gender",2015,"Male",8174
4,"deer-bow","participants - recruited","gender",2015,"Female",1272
4,"deer-bow","participants - recruited","gender",2016,"Male",7824
4,"deer-bow","participants - recruited","gender",2016,"Female",1144
4,"deer-bow","participants - recruited","age",2011,"0-17",1567
4,"deer-bow","participants - recruited","age",2011,"18-24",1378
4,"deer-bow","participants - recruited","age",2011,"25-34",1827
4,"deer-bow","participants - recruited","age",2011,"35-44",1377
4,"deer-bow","participants - recruited","age",2011,"45-54",1380
4,"deer-bow","participants - recruited","age",2011,"55-64",872
4,"deer-bow","participants - recruited","age",2011,"65+",384
4,"deer-bow","participants - recruited","age",2012,"0-17",1736
4,"deer-bow","participants - recruited","age",2012,"18-24",1659
4,"deer-bow","participants - recruited","age",2012,"25-34",2027
4,"deer-bow","participants - recruited","age",2012,"35-44",1557
4,"deer-bow","participants - recruited","age",2012,"45-54",1491
4,"deer-bow","participants - recruited","age",2012,"55-64",983
4,"deer-bow","participants - recruited","age",2012,"65+",498
4,"deer-bow","participants - recruited","age",2013,"0-17",1570
